xid,Project name,Review
R343401,Kalpataru Parkcity,A modern township themed around a central park. Calm by the day but gets pretty busy by evening as people from all over Thane City flock here to visit the garden.
R343401,Kalpataru Parkcity,"Far away from proposed metro station. Metro is future for Ghodbunder road, try to find property nearby metro 4 station. Even you have property at Guymukh (last stop of GB road) it would be prime property once Meteo 4 operational."
R343401,Kalpataru Parkcity,"Kalpataru Central Park in Thane, Maharashtra, is an exemplary residential complex that embodies luxury, convenience, and sustainability. From the moment you step into the premises, you're greeted by lush greenery and meticulously landscaped gardens, creating a serene oasis amidst the bustling city. The architecture is nothing short of impressive, with modern design elements seamlessly integrated to provide residents with spacious, well-lit interiors and breathtaking views of the surroundings. The amenities offered cater to every aspect of a comfortable lifestyle, whether it's the state-of-the-art fitness center, rejuvenating spa, or the inviting swimming pools."
R343401,Kalpataru Parkcity,Beware of this builder!! They will say their project is RERA registered and will take Covid extension given by RERA but when disputes arise they don’t follow RERA. Disputes are under arbitration act they claim just to delay the hearing process and harass their own buyers. There is no exit once you sign the first cheque even if the project gets delayed by 10 years. Promoter has a clear intention to cheat and pass their losses to the customer. Still you want to invest then god bless you!!
R343401,Kalpataru Parkcity,It's a very big park .much for small kids play area for them is too good.theme park is also nice.The review is only for central park.
R343401,Kalpataru Parkcity,Amazing park to spend time with family and friends. Weekends are too crowded. Outside eatables are not allowed. It is 6-7km away from Thane station.
R343401,Kalpataru Parkcity,"The reviews which you see 5 star are from slaes kalpataru itself. I noted some of the names from kalapataru sales. I recently booked a 4BHK with a hope that structure is ready and possession will early. Please do not fall in trap, and consider Rera possession date which Dec 25 plus 6 month grace period as per agreement. Also, what they commit at booking they never fullfill based on my last 3 months experience. The CRM team is just for name shake, they will put concern under grevience and also impose penalty for delay in payment due to greviece delay. Logically if something is under review, how can you impose penalty on customer without inforrming. They will call you 100 time before booking but pathetic customer service start after taking 10 percent."
R343401,Kalpataru Parkcity,"Good presentation. Noted however that the 'Great park' they mention so prominently is actually owned by TMC and will be maintained by a Kalapataru company. Park city residents will be charged for using the park. Noted Immensa has had an over 3 year delay, which fills me with no confidence for the current set they are selling (Eternia?). Maintainence is high at almost 10rs a sq ft. Its about a 100Rs by rick in the afternoon to get to Thane station - i.e. is quite far. I would not buy without checking the construction quality of an actual delivered building within the complex."
R343401,Kalpataru Parkcity,Please DO NOT purchase flats in Kalpataru Parkcity Kolshet road Thane West We booked a flat in Immensa in Dec 2019 (Already under construction since 2016) They said we will get the possession in 2021. Every year after visiting the site they are giving false commitments stating that we'll get possession next year. Also giving lame excuses that because of Covid 2019 they had to stop the construction.. The world had started building construction in covid19 and they were able to complete the project within 2 years and Kalpataru is still stuck with Covid19 excuses We are paying our EMIs for no reason Last year in Sept 2022 we again visited the under construction building (Immensa) They said we will get the possession in March 2023. Upon visiting the site on 5th Oct2023 we got to know that its still in the same state as we saw last year in Sept 2022 Infact much worse The main entrance road is deteriorating day by day Lots of potholes And shamelessly are asking for lakhs of rupees from us without giving us any absolute clarifications Very disappointed from renowned building Kalpataru
R343401,Kalpataru Parkcity,"Kalpataru Immensa at Kalpataru Parkcity, Kolshet Road Thane has been delayed for too long. Work has moved at snails pace. People who have booked flats in 2016, 2017 were assured that possession would be given in 2021. Its May 2023 now with no clarity or commitment on date of possession. People who put in their hard earned money are suffering & going thru a financial crisis as they are paying full EMI since the slab work is complete, while continuing to also pay rent. Kalpataru had a good name earlier but with this project they have really lost all the good will & made people wary of investing in their projects"
R343401,Kalpataru Parkcity,"I am sure Kalpataru Park City will be big landmark in future. Project USP is Grand Central Park. We visited Sunrise during our project tour, it's highly maintained which shows quality of the project. Entire staff is extremely professional. Saurabh is the person who helped me in understanding every small query I had, he explained entire project , we took around 3 to 4 hours and thanks to his patience. I visited with my family first time and end of the day we booked 2bhk."
R343401,Kalpataru Parkcity,The main door frame is hopeless. Is it wooden.? While you are charging you could have used better quality of wooden frame for doors
R343401,Kalpataru Parkcity,The place is beautiful but wasn't impressed with the sales team. The sales guy assigned to us was extremely non chalant and disengaged. Having preconceived notions about custumers is bad for anyone. We prebooked a spacious Lodha flat on the same day after much thought.
R343401,Kalpataru Parkcity,"Share if any official statement or give update here about much delayed, non completion of immensa parkcity project and slow progress of other underconstruction starlight expansia parkcity tower ."
R343401,Kalpataru Parkcity,Thane's largest park is been built around a one of a kind development spread around 100 acres in Kolshet road.
R343401,Kalpataru Parkcity,Really good property with a lot of open spaces and a host of amenities. The construction quality is amazing. One of my friends stay in this property and really appreciates the detailing done by Kalpataru group in this project.
R343401,Kalpataru Parkcity,All of there projects are delayed. Prefer not to buy any property from this builder. There are many good options to opt for. Please dont waste your money
R343401,Kalpataru Parkcity,Worst experience ever with Kalpataru builder. Booked flat in immensa at pre-launch in 2016. At that time promise was made to give possession on 2019 but still many of there customers are facing issues. No one at management willing to take responsibility of delay. Even false they change the agreement.
R343401,Kalpataru Parkcity,I dont know why kP is more interested of persuading employees to give 5 ratings instead of doing actual work on ground. Do the work and you will get fair ratings. Fake ratings eventually fail. We are suffering from your delay in project even long before covid times no work has happened on site.
R343401,Kalpataru Parkcity,"They are good in making promises, but nowhere near fulfilling them Do not but under construction from them, they will just make slabs and then sit on funds with no view of possession All projects are massively delayed"
R396799,Keya Around The Life,I was really interested in buying a 4bhk but dropped the plan seeing how unprofessional and rude the folks on the ground are. Heard similar feedback from so many folks including Channel Partners.
R396799,Keya Around The Life,"Keya around the life… Booked a flat with the builder, full of hopes, only to see them transform into frustration and agony. The promised completion date of October 2024 was gradually pushed to December, then February, and even now it's a uncertain.. Despite not receiving my flat, the CRM team's behavior has seen a disappointing transformation—from bad to worse. Formal inquiries about the project’s status are often ignored, and responses, if given, come with a dismissive stance: ""Take the money and leave if you're not interested."" The CRM, who is supposed to guide customers through every step, has been an utter failure in this case. To make matters worse, the specially trained sales team seems to excel at amplifying frustration, pushing it to unimaginable levels. Both the CRM and sales teams lack professionalism, empathy, and a sense of accountability. They fail to recognize the time and money customers have invested in their homes"
R396799,Keya Around The Life,"I regret trusting Keya Homes with our dream of owning a home. Our experience with the Keya Around the Life project has been disappointing and frustrating. Despite promised handovers in Nov 2024 and then Jan 2025, we're still waiting. Communication is poor—emails and calls go unanswered. Site visits are restricted, and our recent visit revealed significant work still pending, yet balance payment demands started arriving. When we sought clarity, their sales team member, Praful, was shockingly rude, dismissing our concerns and asking us to leave. Such unprofessionalism, paired with unclear timelines, has caused immense frustration. Future buyers, beware—proceed with caution"
R396799,Keya Around The Life,"If you ever want to get treated badly & cheated - get threatened and intimidated after paying in such a huge sum of money, then only you should go for this apartment. Arrogance after taking all your money, if you want to experience- buy apartment and speak to Praful from sales. Stay away from this builder -"
R396799,Keya Around The Life,"Very very bad experience with this builder .If there was a rating in negative I would hv selected that .I hope the positive reviews mentioned here have genuinely checked ,.experienced the truth & rated here because I feel it is a fabricated review. We hv booked an apartment here which we think one of the worst decision ever to make .Rather than here we should hv gone to tier 1 builders . Booking here hv not helped us in any pricing discount rather we paid equivalent amt.But the after service is pathetic .Their CRM don't know to talk actually I should say they don't know the actual meaning of CRM what is their significance. The sales representative OMG I don't hv words to tell abt this great guy ....very sorry to say this gentleman don't know to talk ...when we are asking Genuine question sir is saying pay Money & go ....I mean look at the audacity of them ...it is like it is not Keya's responsibility to answer our concerns at all....the people there don't hv responsility to answer our calls or ny other mode of communication.There's only one say ..pay the money get the hand over ...where the status of the project is nowhere near to completion for us to stay ...when we are asking the status ... there reply is pay the money .... There is one arrogant guy in the sales team Praful, he doesn't even know how to talk to ladies. That's the way this whole organisation is built. We are stuck, I don't want anyone else to fall into the same trap"
R396799,Keya Around The Life,"One of the worst experience you can get from sales team or management. Zero customer service, you get threatened by staffs if you enquire about checking the flat even when OC was given."
R396799,Keya Around The Life,"Worst builder in the entire Bangalore. They act like dictators and never even pick the call and you can only send email and they take their sweet time to respond. Incase of an emergency you cannot even contact them and the reason they give is people are working and they have lots of email to see. Its a one way communication, you can only speak to them when they want. So in entire Bangalore, only Keya Home people are working. ?? Society is nice but their attitude will stop them from becoming a Tier1 builder. Such attitude you won’t even see in likes of Prestige, Godrej, Sobha etc. Please have these things in mind before booking an apartment with them. Akshita from CRM team never picks up the call and is not even aware of the process properly. Prafull from the Sales is rude and simply disconnects the call saying whatever you have to say send an email."
R396799,Keya Around The Life,"This place is our dream home and has evolved just the way we had imagined. Everything Around the Life is spectacular- be it the amenities provided, our flat or the place overall . The entire structure has been very well planned with a good amount of thought given to even the smallest detailing. Very good quality of materials and amenities provided . Overall absolutely fantastic!!! If you’re looking forward to invest in properties then Keya Homes is the right choice !!!!"
R396799,Keya Around The Life,"Project is good. Very neatly come up. Worth living. Small society with limited number of flats. Club house is very nicely built. BUT Builder is very high headed. No after sales service, only one way communication flows. If you have any confusion or need clarity, then you need to live with it. From builders end it is 'go to hell' response. Owners are pained by their approach. Owners have no clue whom to contact or connect for petty queries. Builder should have kept a team to address queries of 450 odd buyers. He only dictates his term and will keep changing his stand as no one can ask questions from him. Even after paying entire amount you will not be allowed to even take measurements. Overall Good society to live at. Flats are nice but builder approach is a big pain."
R396799,Keya Around The Life,"All the approval from RERA and BDA are received now. So can write honest review now. This is my first home buy and honestly was in double mind while booking, by seeing thier open ness in showing what not done and what approval are pending went ahead with booking, they didn't even cashed in my cheque untill BDA approval and cheque is void, that much honest they are in my case. Builders are very straight forward policy on price and commitment. Same is followed by sales executive kavitha. From day 1 they told me we will not do any price reduction. And while booking also same. I was very happy with the detail that received by me on construction details they have given me. Mr. Prafull also helped me with all the process and along with kavitha and sangeetha from CRM team, they are there till today for any query over whatsapp. Pricing is matter of persective, but they have very good floor plan and spacious 3 and 4 bhk flats. And construction quality and speed is good. Hoping to move in much before promised time."
R396799,Keya Around The Life,"I recently visited the site and was shown the location of an available ground floor flat (access to the unit itself was not permitted). From the window, I could see its approximate position. The adjacent Desai Apartments building appears very close, potentially impacting sunlight access to the balcony. When I raised this concern with the salesperson, their reaction was defensive and unprofessional. While I understand sales targets exist, this behavior was off-putting."
R396799,Keya Around The Life,I wish i could rate them negative. Worst Management. We went to see the flat. They denied us showing actual flat. In addition the sales lady started misbehaving. I could possible think of post sales management.
R396799,Keya Around The Life,"There looks to be something fishy in this property. I have been interested in considering this property but they are not agreeing to show the property from inside despite even receiving the OC. Upon asking for the reason, they said they have been instructed to do so, by the management. I have seen some builders not giving the promised specification or even the carpet area shown in their plan, so watch out, these guys may have a similar goof up."
R396799,Keya Around The Life,Looks overpriced....they are not allowing to see the flat before purchase....can't understand the logic...
R396799,Keya Around The Life,Good and peaceful location. Best master plan and floor plan. Whitefield - hoskote main road 650 meters away. Many prestigious restaurants and schools nearby.
R396799,Keya Around The Life,I wish had option to put lesser ratings. Poor CRM who will update at their convenience. Good at over committing and taking money out of peoples pocket. And ofcouse their answer to everything is cancel your booking and we will refund the entire amount. PLEASE DONT FALL IN THE TRAP AS WE DID. THERE AFE BETTER BUILDERS IN THE MARKET
R396799,Keya Around The Life,"The flat designs are nice, good location, all legally good to go. Bought an apartment at good price being one of the first buyers. Construction is moving at a good pace, hoping to get the place earlier than the RERA date. I am optimistic that the builder will fulfill commitments regarding amenities and deliver a residence of high quality."
R396799,Keya Around The Life,"Some communication and commitment issues, they wanted to handover 6 months earlier than RERA commitment but looks like it will touch the RERA timeline, but so far not so disappointed with apartment layout planning and location. Let's see."
R396799,Keya Around The Life,The project looks amazing so far. Builder is delivering a quality product.
R396799,Keya Around The Life,Spacious functional layout. Quality build and workmanship. Timelines completed within RERA. Suitably located between Kadugodi and Ceegehalli on Main Whitefield Hoskote road. Close to Markets and Schools. Vibrant community and promising developer.
R396799,Keya Around The Life,Construction quality looks good and they seem to be well ahead of their RERA timeline of June 2025 for completion. Model flats looks quite spacious and I believe their usp is location which is close to Kadugodi Metro station on Whitefield-Hoskote road.
R396799,Keya Around The Life,"Really great project by a rather new real estate player, Keya Homes. The highlight of the project - * Location: Very close to Whitefield multi-modal hub (metro station, suburban railway station, eastern railway station, bus depot), ~3km, making it a prime location. With the SH35 (east airport corridor) just 650m from the project there are ample option of bus and taxi. Also the internal road to the project from highway is 50ft wide with proposal to widen in future. * Neighbourhood: Many Chaitanya Villa projects are surrounding the project along with other good builders. The area, although its upcoming, but already has Rolla hypermarket, good restaurants/bars, Kfc, MacD, Firstcry, flea market, movie theatre, mall etc within a range of 1km. Best part is that Prestige is coming up with Forum Mall just 1km away. However has some concerns related to flooding, but the builder has mentioned water will not enter the premises due to elevated basement. * School/Hospital: Many renowned schools are nearby the project. The Valistus International School and Chrysalis High School are just 300m away. Apart from that there are NPS whitefield(3km), Kidzee, Vibgyor, Deens are nearby. There are a few hospitals also like Miracle mother/child, RxDx, Axis etc. * Layout: The project is spanning 4.68acres with 468 units and more than 50+ amenities. The envisioned signature Verde clubhouse is really impressive with many facilities. Verified it from their previous project in TGT which looks delivered as promised. The shops inside the project will provide the residents easy access to daily needs. * Floor plan: With a 73% carpet ratio, the floor plan is better than many A-grade builders. The attraction for all flats are the bay-window, walk-in wardrobe and french/juliet windows. Instead of wasting space in bathrooms or small balconies, they have increased the room sizes. For example, the 3BHK has master bedroom of 16ft x 11ft, even excluding walk-in wardrobe. As per vastu also all the flats are east/west/north facing only, the master bedroom corner is south-west, almost every flat has a window in the north-east corner of the flat for divine air. * Quality: As per the latest updates, the builder is using best quality sanitary from Kohler, thermostats, electrical wirings, outside waterproof paints etc. They are also doing a third-party quality inspection by “PropCheck” and fix issues before final handover. * Timeline: The RERA date for the project completion in June 2025, but with the latest update , the project already has almost completed most of NOCs, and tentatively receive OC by this year end. Expecting handover by beginning of next year. The project being completed in 2.5yrs is quite impressive without quality compromise. Even Sobha, Prestige has 5yrs RERA completion date. * Pricing: The builder maintains a fixed price policy with no discounts, which is good in terms of dealing because its brings transparency among buyers. The rates have increased now but still lower than Prestige PPG in the vicinity. * Investment: Area has quite a lot of potential to gain traction in future. The PRR is planned within 1km from the project which, if started, will definitely see a big boom in commercial and infrastructure developments. The metro extension to Hoskote may also be along the SH35. The eastern corridor to airport can make the project nearer to northern bangalore also. There is a owners whatsapp group to join, if interested. As a customer/owner, we are anticipating great result and hopefully will be delivered what has been promised."
R396799,Keya Around The Life,"I was really happy with the way the flats have been aligned utilising the space to its maximum. Also, the location is quite good and hardly 500 metres from main road. Glad to be part of this upcoming society."
R396799,Keya Around The Life,Great apartment layouts and no compromise in quality. Booked an apartment here.
R396799,Keya Around The Life,"Keya ATL project stood out in our evaluation with other options in Whitefield due to spacious layout with higher SBU to CA ratio, Modern amenities, bay window in master bedroom, juliet balcony in bedroom etc. Proximity to Whitefield, Metro, Hospitals, Schools, Malls, Markets at walkable distance etc."
R396799,Keya Around The Life,"I have purchased a 3 bhk in this society, i am really impressed with their floor plan and the way keya authorities are trying to deliver the project on and rather before time."
R396799,Keya Around The Life,"Very spacious and luxurious society coming up. Proximity to main markets, metro, hospitals, and schools makes it a beautiful haven."
R396799,Keya Around The Life,"One of the best projects in Whitefield area. Very spacious and vastu compliant flats at a good price point. Top quality construction, fittings and materials with best in class amenities."
R396799,Keya Around The Life,If you are thinking of buying an apartment make sure you don’t go with Keya ever. They have the shittiest CRM team who will reach out to you only when they need money. And if you need any progress update you will literally have to bang your head on the wall because they will never reply. No point of contact. Imagine paying 1.20 cr+ and still feeling so clueless. Relationship starts with communication and these guys will let you down miserably
R396799,Keya Around The Life,"Update: We have a TG group for the owners - Keya around the life owners We just got a 4BHK flat at Keya-Around The Life, and we're really happy with our choice. The flat has a great design with big rooms that get lots of sunlight and fresh air. It's in a super convenient spot, only 2 KMs from Kadugodi Metro station. What's really cool about KEYA-ATL is how they stick to their promises about finishing construction on time. They said they'd complete one floor every week, and in just two months, they've already finished more than 8 floors - Tower A is completed till 22 floor! The price is a bit high although they're a new builder, but I like that they keep things simple with a fixed price. In October, they got all the necessary approval from BDA and RERA for all 23 floors. This is my first property in Bangalore, and I'm impressed with KEYA's after-sales customer service. Sangeetha and Kavita from the CRM and marketing teams have been quick to respond and help with any issues. Overall, I'm a happy customer! Hope to get the possession by next Diwali as promised by the team. If anyone needs more details or has any other query, please reach out to me on LinkedIn."
R396799,Keya Around The Life,"We have booked 4BHK flat in Keya-Around The Life. The reasons we chose KEYA - Around The Life (KEYA-ATL) are following: (1) Floor plans: Floor plan of 4BHK is very good with over 70% ratio of carpet to super build up area. The rooms are spacious with ample sunlight and ventilation. A 4BHK with equivalent or higher floor plan in Kadugodi/Hope farm/Whitefield area will easily cost north of 3Cr. (2) Location: With Kadugodi Metro station about 2.5 kms away, ITPL being 6km by road, good schools/hospitals/malls within 5-6 km radius, the location is very prime.. The apartment being located about 700m inside from Kadugodi main road, we get good connectivity without main road traffic hassles. (3) Possession timeline: Baring KEYA-ATL, Almost all of the under constructions properties, be it Villa or flat, we had seen in Bangalore East area, have possession timelines starting from 2026 onwards.. KEYA-ATL has RERA completion date of June 2025. After inquiring about their previously delivered two projects (Life By The Lake and The Green Terrace) and coming to know that they had been delivered well ahead of their RERA timeline, and also witnessing the construction progress of KEYA-ATL (all towers are constructed above 17 floors), we are hopeful to get possession in time.. (4) Transparency from builder side: When we visited the KEYA-ATL, they showed their honesty by saying they had applied TDR to modify the existing plan and the process for the same (BDA approval + RERA approval) was not completed. Like anyone else, we too were skeptical and were looking other properties. However, to mitigate this issue and still being in legal bounds, KEYA offered flat booking for which approvals were already available and later agreed to change the booking to higher floors once the BDA + RERA approval is achieved, at the same base cost which was offered at the time of booking. When we agreed to this way of booking, KEYA carried the entire paper work for the flat which already had all required approvals from competent authorities. Having gone through other reviews in this section, I would like to clarify few points: (1) As per RERA, any builder is allowed to make changes in the already sanctioned/approved plan after taking consent from the buyers. KEYA did inform us about their plan to increase the flats from existing 312 to 468 and removal of 2BHKs from towers B and C. They also took consent letter from us which they were required to produce while applying for modification in the plan to BDA/RERA. (2) In the case where higher floor approval was pending, KEYA secured buyer's interest by specifically mentioning in the sale agreement about their wish to modify existing building plan. (3) It is true that their straightforwardness regarding their one price policy can be interpreted in many ways.. Some may find it arrogant as well. Price, in general, is a matter of perspective.. Some may find KEYA-ATL very expensive while others may be willing to shell more money for other lesser known projects/builders. (4) This is my 2nd property in Bangalore. From my experience with other builder and with KEYA, I can say their after sale commitment is really good. Sangeetha from CRM team and Kavita from marketing team have always answered our calls/mails and gave solutions to our queries. We were promptly informed via official communications when KEYA got both BDA and RERA approvals for their modified plan. (5) Navigating through RERA website was a real pain in case of searching modified plan details. Initially, when we were informed about RERA approval, we struggled a lot to find the modified plan details. Although, KEYA had shared the RERA order for modified plan and we were able to download the same from RERA site, getting modified plan details from RERA website took some time. We can now see the modified plan details on RERA website under the tab ""Modification of Plan Details"". Just to emphasize that I am not a paid reviewer, nor I work for KEYA. I work for a very reputed semiconductor company in Bangalore."
R396799,Keya Around The Life,"Communication and attitude needs an absolute overhaul, hopefully leading to an acceptable level of customer service. You ask any questions, their standard response is My way or the Highway!! One of the only builder with a god complex. @Leadership team, the attitude, ""don't care about customers or their ask"", reflects on you!"
R396799,Keya Around The Life,"The moment we saw the floor plan amd layout, we decided to buy an apartment for our own use.Quality looks excellent and construction is also as per deadline.Great location : Near all the facilities but away from the traffic noise."
R396799,Keya Around The Life,"Very bad experience with sales lady, their pricing is not transparent, morning 11 I received cost sheet on which 10 lakh increased whe. I reached site, mentioned to me that their people who are dealing with customers are not aware about correct pricing, how ridiculous it is that they increased 10 lakh in few hours. Additionally, seems to be some legal and approval issues as building was initially approved only 12 floors and now modified approval of 23, reason for initial approval and modification was not satisfactory, their track record of not giving the all amenities of same quality also highlighted by some reputed real estate consultants. Be careful, very arrogant behaviour by staff."
R396799,Keya Around The Life,"If you are ready for pricing goof up and believe in biddin, go for it. Lot of prices are default but marked as 0 in the pricing at the time of quote"
R396799,Keya Around The Life,"When I went to check the property and the pricing they behaved as if everything was getting sold out and very few units left which was 3 months back, but they still keep calling me if I am interested wonder if they have kept it exclusively for me. Worst property crazy pricing."
R396799,Keya Around The Life,"I chose Keya Around the Life because they promise possession this year, unlike other properties in the area. Before deciding, I visited other projects and found none as organized as Keya. The best part is their fixed price model, which is fair for all home buyers. They have excellent floor plans, especially their 4 BHK design, but even the 2 and 3 BHKs are beautiful. The space inside the houses is utilized very well. If you're comparing Keya with other nearby projects, look at the amenities, floor plan, and possession date. The project seems ahead of schedule, and November 2024 looks promising for possession. They have considered every detail, including EV provisions at every parking spot, solar panels on the terrace to reduce common area electricity costs, and greenery in every balcony. There are many reasons I chose Keya, and I'm happy with my decision so far. Additionally, all payments are made online, which is convenient and reduces the risk of fraud. I did experience a delay in communication via email, but the team reached out and addressed my request positively. Considering their busy schedule as they near possession, the delay is understandable."
R396799,Keya Around The Life,"Fantastic construction quality. Small society so I feel it is easier to manage by RWA in future and also maintenance will also can be optimized easily. Nice all vastu compliant flats with great space in every room. None of the room is compromised in space, one can put full size bed with a lot of space left. Windows size is quite bigger. Neighborhood is great as almost all are villas or villa plot developments from Chaitanya or low rise societies. Reviews are mixed due to fixed price policy but actually this reduces hassle of bargaining and feeling anxious about reduced price offer to someone else and avoids disaparity. Builder is bit strict as well in terms of dealing as per regulation like they denied to enter before possession but agreed to do inspection at the time of handover for any issues to rectify which I feel is ok . Disclaimer: I am not from the builder team or anything, I am a real buyer."
R396799,Keya Around The Life,"Not even a B category builder, but pricing is at par to A category. Just taking advantage of high price and sellers market. Dont get fooled people. Getting OC is highly doubtful in this project. After hearing that they constructed extra floors without approval I absconded from their site and scolded their channel partner for wasting my time on this stupid project."
R396799,Keya Around The Life,"I’m struggling to comprehend why the apartment’s price is so high compared to the neighboring society, especially when compared to major developers like Prestige or Brigade. Spending over 1 crore for an apartment that’s just over 1000 sq ft from a builder who isn’t well-established seems unreasonable."
R396799,Keya Around The Life,"Before buying in Keya please have a clear check with quality of constructions, the construction is so pathetic and the Builder is committing to deliver early before Rera. Never be in a hurry; do everything quietly and in a calm spirit. As we are spending in crores, we need a quality life with all legal formalities And please do not hide reviews from serious buyers"
R396799,Keya Around The Life,"We booked our second property with Keyas and Kavita has been our only point of contact since day 1. She is one of d finest sales professionals who is to the point and doesn’t make you soft or hard target. In the real estate world, most sales people treat you with lots of butter and as you progress you see gaps later. Kavita is since beginning clear about her stance and most bad feedback’s often come when you expect sales person to amend something which they are reluctant or not permitted to. Several reviews about Kavita and it’s sad that people quote her name in reviews and call her out arrogant, she is an employee who is representing the firm, a sales person giving you brownies cannot be beyond their founders guidelines and when someone is clear and specific about it, it saves your time. I don’t even know why google reviews have to be about people and employees at a firm yet if so then I felt important to share my positives about her as well. PS: am not a builders relative or so like reviewers claim, I am working professional who bought her first flat with them at Keyas Green terraces and 2nd one now at Around the life."
R396799,Keya Around The Life,This is my 3rd review for this builder that kajariwal always some how deleted my review ...they are looting and make foolish to everyone when we someone buy 1290 sq/ft superbuilt up then the land sharing will be calculated from 1290 sq/ft and this builder giving share on carpet area when I ask him why then very arrogance he said from where u will use all amenities...by the way u using our super build up for amenities builder is not giving his land for amenities that super built up from owners share only why you are making fool to everyone....now again after sometimes my review will deleted by them...
R396799,Keya Around The Life,I liked how Kavita and other staff was so attentive and polite They answered every question we asked with total transparency . Some people didn’t like their one price policy but for us it was helpful.
R396799,Keya Around The Life,"Great value for money. Location is good and best part is floor plan with a wow factor in balcony and each room. Sales and CRM team is transparent with fixed price which saves from headache of negotiations. Construction quality is clean with MIVAN technology. All 3 towers structures are up, expecting possession in November 2024, well within RERA timeline."
R396799,Keya Around The Life,"Within a month of my house hunting, I stumbled upon Keya-ATL project and I must say that I could not find any other project that checks out most of my requirements: location is near to the main road but far enough to provide you a peaceful stay, proximity to the Kadugodi metro station, decent floor plan, quality materials for construction(atleast on paper) and ofcourse, a reasonable possiession timeline. So, yes ended up booking a 3bhk unit here. After sales has also been reasonably good. Sometimes I felt that the response from sales/CRM teams has been a bit slow but i have to give it to them that, even though sometimes late, all my concerns/queries have been adequately addressed. A happy customer. Construction seems to be going on a good speed. Hoping to get the possession as per promised timelines."
R396799,Keya Around The Life,The construction progress is fast paced .. The communication from the CRM team is clear. The builder has kept his words for all his committements till now.. Hoping to get handover soon of Keya ATL.
R396799,Keya Around The Life,Everyone has their own opinion. Personally I like the project and floor plan. As for my experience I suggest everyone go and visit and ask whatever you have to query. And clear your queries don't go with review and all.
R396799,Keya Around The Life,Visited the place on a colleagues recommendation at work. The apartments are quiet spacious in comparison to what other builders offer in terms of carpet area. Also a special mention about their sales team (Kavita and Praful) who were very patient to answer every query we had.
R396799,Keya Around The Life,Such a wonderful project even I happy with price also I have been searching from 1 yera thanks to pin click they will do lot of hard work to search project and finally I got with Amenities facing unit in keya homes
R396799,Keya Around The Life,Layout is very good with all the required amenities in place. Pace of development is very fast and they have got all the approvals they promised. have no complaints till now..
R262396,GM Meena Paradise,Okay kind of place. Location is good. Very close to the Newtown connector road
R262396,GM Meena Paradise,"I've recently bought a flat here, only problem is the flight noise apart from that other things seems good"
R262396,GM Meena Paradise,"Located near airport. Around 2kms from airport. Rooms and amenities are of high standard. Recently one of my relatives bought an apartment and the experience was pretty good. The flats are standalone apartments and 4 storied with fully operational 24×7 lift facilities. The rooms are of standard size with big French windows. The washrooms are pretty big and spacious. The kitchen is kinda square in dimension which I personally didn't like. But the bath fittings and floorings and wall fittings are decent and we liked it. So didn't have to change anything. The only thing I didn't like was that one has to pay a whopping amount for the parking space which I think is overrated. Apart from this, markets and stores are nearby. Cabs available every 2mins. The security guards are also good and well behaved. They take care of the plants and water them on request. Overall a nice experience"
R262396,GM Meena Paradise,"Great Apartment, All types of facilities are available. Dont be shy buying flat here. Security is tight ! You get a very great view from the terrace! You can watch the whole Netaji Subhash Chandra Bose International Airport from there, Planes Take off on every 5 min !! Great Apartment !!"
R9248,MRJV Palm Resort,Very very bad. For the last 8-9 months these people have been fooling the customers.Whenever u call them they come up with various excuses that they are not getting RERA permission. After sometime they come up with another excuse that RERA is not required only Completion & Compounding Certificate is enough. Now all of a sudden they return the booking amount without any reason. So unprofessional that they don't have the courtesy to call & give any explanation nor picking up calls.
R9248,MRJV Palm Resort,Worst society to live. Pathetic maintenance and over hyped publicity to fool buyers. Please refrain from buying any property here.
R9248,MRJV Palm Resort,Very bad experience with Jkg Palm Resort Rajnagar Extension . Who is cheating to people . They have returned booking amount after using funds 6 Months . Just need to see that the Builders are Making fool and cheating .
R9248,MRJV Palm Resort,"Hyped society but no good to stay....instead purchase gaur cascade, brave hearts"
R9248,MRJV Palm Resort,Well maintain society palm resort . And the green area is super. Feel like a resort.......
R9248,MRJV Palm Resort,"Only theme based society in rajnagar extension, based on resort theme, entry exit will be seperted soon then vehicle movement will be on outer circle only. Green levish with all living amenities and indor outer gaming every tower has its own reception and private lounge as well."
R9248,MRJV Palm Resort,"Very peaceful environment,well maintained and hygienic"
R9248,MRJV Palm Resort,One of the Best project in Rajnagar EXTN
R9248,MRJV Palm Resort,filled with street dogs and very unsafe
R419072,Right Choice Sri Narasimma Nagar,Rate is high for this place but peaceful place. Bit far from main road and developing area so nearby shops.
R419072,Right Choice Sri Narasimma Nagar,Good environment and its look like a please full place to move
R419072,Right Choice Sri Narasimma Nagar,Great location great price good place
R419072,Right Choice Sri Narasimma Nagar,Too much distance from Main road
R377210,Rudraksh Skyline,As per Builders commitment they Provide Amenities with cleanest Flat as per builder told me and told me that time and promise me I really prefer friends just go that see that site and decide what will you get or not ..I already stay there so whatever I feel in my flat and society this is the beautiful home & society .so just go and meet Hitul bhai ritul bhai rajubhai .they always thinking about us so just go and enquire.
R377210,Rudraksh Skyline,Ready possession 2&3 Bhk luxurious flat with ultra modern amenities Smart & Fast work with good qualities limited flats available Go for it ??
R377210,Rudraksh Skyline,Under construction residential project.
